len,count,word,sentiment,topic
2,16349,营销,2,1
2,14803,年底,2,1
3,14359,四季度,2,1
2,13140,财务,2,1
2,12876,核准,2,1
3,12839,毛利率,2,1
2,12647,千万,2,1
3,12589,二季度,2,1
4,12153,公司业绩,2,1
3,11434,经销商,2,1
2,10196,首季,2,1
3,9851,销售额,2,1
2,9814,季度,2,1
2,9633,运行,2,1
2,8129,年薪,2,1
2,6418,财报,2,1
2,6280,营业,2,1
2,6242,总额,2,1
2,6191,月底,2,1
2,6159,对外,2,1
2,5968,费用,2,1
2,5876,计提,2,1
2,5815,预降,2,1
2,5775,年前,2,1
2,5737,账款,2,1
2,5420,毛利,2,1
4,4968,第三季度,2,1
3,4211,半年度,2,1
4,3994,汽车销量,2,1
2,3790,焦作,2,1
4,3455,主营业务,2,1
4,3448,产品价格,2,1
2,3350,年产,2,1
4,3162,第一季度,2,1
4,2917,财务总监,2,1
2,2783,扣非,2,1
2,2636,批件,2,1
2,2632,亿利,2,1
2,2340,同期,2,1
4,625,现金流量,2,1
2,391,日净,2,1
2,150742,基金,2,2
2,81203,产品,2,2
2,54630,方案,2,2
2,52023,打造,2,2
2,48332,产能,2,2
2,39394,零售,2,2
2,34430,光伏,2,2
3,32947,产业链,2,2
2,28863,手机,2,2
2,28277,库存,2,2
2,27308,制造,2,2
3,24948,机器人,2,2
2,24582,设备,2,2
2,23936,调研,2,2
2,20963,标的,2,2
2,20649,新材,2,2
2,19866,试点,2,2
2,19578,高速,2,2
2,18391,系统,2,2
2,17137,客户,2,2
2,16622,应用,2,2
2,16576,进口,2,2
2,16231,联网,2,2
1,16195,吨,2,2
2,14411,独家,2,2
2,13890,供应,2,2
2,13336,斥资,2,2
2,13258,电视,2,2
4,12567,有色金属,2,2
2,12413,芯片,2,2
2,11910,品种,2,2
2,11372,明星,2,2
2,11208,风口,2,2
2,10933,水电,2,2
2,10719,首家,2,2
2,10718,涉足,2,2
2,10697,产量,2,2
2,10287,万辆,2,2
3,10222,供应商,2,2
2,10220,精密,2,2
2,10090,基建,2,2
2,9901,娱乐,2,2
2,9179,工厂,2,2
2,9170,尾盘,2,2
2,9071,现货,2,2
3,9032,电动车,2,2
2,8935,涉及,2,2
2,8923,石墨,2,2
2,8891,系列,2,2
3,8686,锂电池,2,2
3,8139,供应链,2,2
3,7857,生产线,2,2
2,7662,互联,2,2
2,7532,通讯,2,2
2,7494,多项,2,2
2,7090,下游,2,2
2,7058,产销,2,2
2,7011,北斗,2,2
3,6949,发动机,2,2
2,6482,锂业,2,2
4,6471,价格上涨,2,2
3,6372,智能化,2,2
2,6294,钢构,2,2
2,5910,原料,2,2
3,5384,产业园,2,2
2,5243,铜业,2,2
2,5065,商标,2,2
2,5056,化纤,2,2
3,4904,触摸屏,2,2
2,4899,重机,2,2
3,4817,月销量,2,2
2,4790,商用,2,2
2,4718,药物,2,2
2,4554,闲置,2,2
2,4426,供货,2,2
2,4353,覆盖,2,2
2,4267,出货,2,2
2,4247,装置,2,2
1,4213,矿,2,2
2,4169,加工,2,2
2,3928,焦化,2,2
3,3576,原料药,2,2
2,3566,精机,2,2
2,3523,氨纶,2,2
4,3477,动力电池,2,2
3,3322,原材料,2,2
2,3110,一期,2,2
4,3057,临床试验,2,2
2,3021,二期,2,2
2,2896,民爆,2,2
3,2651,亿投建,2,2
2,2601,仿制,2,2
2,2221,技改,2,2
2,1839,柔性,2,2
2,1733,酵母,2,2
2,531,氢能,2,2
2,526,盐酸,2,2
2,611038,股份,2,3
1,486237,股,2,3
1,426543,亿,2,3
2,280328,板块,2,3
2,241248,投资,2,3
2,222226,收盘,2,3
2,218542,换手,2,3
2,185834,银行,2,3
2,159507,券商,2,3
1,157389,万,2,3
2,149377,控股,2,3
2,130910,证券,2,3
2,117918,资金,2,3
2,113851,评级,2,3
2,113199,融资,2,3
3,107836,概念股,2,3
2,106601,金融,2,3
2,101353,股价,2,3
2,100494,万股,2,3
2,99180,报于,2,3
2,79744,交易,2,3
2,71223,发行,2,3
2,70553,行情,2,3
2,63118,附股,2,3
2,61406,个股,2,3
2,61220,估值,2,3
2,60339,股票,2,3
3,59753,证监会,2,3
2,54662,回收,2,3
2,50594,资本,2,3
3,50248,地产股,2,3
3,49572,次新股,2,3
2,45311,股市,2,3
2,44542,盘中,2,3
2,42626,多家,2,3
2,40181,大盘,2,3
2,39463,融券,2,3
3,39129,创业板,2,3
2,38483,三板,2,3
2,38291,市值,2,3
2,36879,万亿,2,3
2,34191,质押,2,3
2,34050,走势,2,3
2,31564,理财,2,3
4,27050,资产重组,2,3
2,26918,预测,2,3
2,25594,成本,2,3
2,25532,早盘,2,3
2,23374,举牌,2,3
2,23204,利率,2,3
2,22152,路演,2,3
3,20892,深交所,2,3
2,20273,逆势,2,3
3,19995,上交所,2,3
2,19144,参股,2,3
2,18909,牛股,2,3
3,18592,目标价,2,3
2,17960,放量,2,3
2,16523,游资,2,3
2,16343,债券,2,3
2,15582,低估,2,3
2,15571,出资,2,3
2,15547,蓝筹,2,3
2,15481,国企,2,3
2,15452,报价,2,3
1,15333,市,2,3
2,15325,股指,2,3
2,15223,现金,2,3
2,15214,国资,2,3
2,14756,股民,2,3
2,13293,外资,2,3
3,13162,钢铁股,2,3
2,13158,六股,2,3
2,13127,杠杆,2,3
4,13060,理财产品,2,3
2,12730,华泰,2,3
3,12378,增募资,2,3
2,12220,定向,2,3
2,12142,首日,2,3
3,11892,停复牌,2,3
3,11870,潜力股,2,3
2,11328,公募,2,3
2,11295,只股,2,3
1,11127,盘,2,3
2,10718,低价,2,3
1,10715,炒,2,3
2,10699,持有,2,3
3,10327,国资委,2,3
