len,count,word,sentiment,topic
3,298,龙虎榜,2,
2,297,闻泰,2,
3,296,交易所,2,3.0
2,295,节水,3,2.0
2,293,巨额,2,1.0
2,292,贡献,3,1.0
2,291,亿至,2,
2,290,租赁,2,4.0
1,290,五,2,
2,288,首季,2,1.0
4,288,投资收益,2,3.0
2,287,海药,2,
2,287,焦作,2,1.0
2,285,检测,2,
2,283,还有,2,
2,282,登陆,3,2.0
2,282,复工,2,
2,281,澳洋,2,
2,281,助推,3,
2,280,分析,2,
1,279,涉,1,
1,278,氢,2,
2,277,产销,2,1.0
2,276,中报,2,4.0
2,275,定价,2,1.0
2,275,移动,2,
2,274,风波,1,
3,273,房地产,2,
2,272,支付,2,
2,271,雄安,2,
2,270,电缆,2,
2,269,首日,2,
2,268,数控,2,
2,267,区域,2,
2,267,机遇,3,
2,266,标准,2,
2,264,延安,2,
2,264,城市,2,
2,263,导致,1,
2,262,锂电,2,
2,261,监事,2,4.0
1,260,康,2,
2,259,失败,1,
1,259,地,2,
3,258,成交额,2,3.0
2,257,海格,2,
2,257,应对,2,
2,256,具备,2,
1,256,辆,2,
2,255,蓝帆,2,
2,254,今起,2,
2,253,平安,2,
1,252,自,2,
2,252,海能,2,
3,251,实控人,2,
2,250,新区,2,
2,249,新纶,2,
2,248,显著,3,1.0
2,247,防务,2,
2,245,常山,2,
3,245,多氟多,2,
1,244,顺,2,
2,243,有限,2,
1,242,道,2,
4,242,同比增加,3,1.0
2,242,海澜,2,
2,241,股通,2,
2,240,光启,2,
1,240,玻,2,
2,239,九成,2,
2,238,多个,2,
2,237,延伸,2,
2,235,兄弟,2,
1,234,吃,2,
3,234,索菲亚,2,
1,233,砸,2,
2,232,利尔,2,
3,232,原材料,2,2.0
2,231,争议,1,
2,230,首份,2,
2,229,月底,2,1.0
3,229,科创板,2,3.0
2,228,红日,2,
2,227,变化,2,4.0
2,227,装置,2,2.0
2,226,神州,2,
2,225,费用,2,1.0
2,225,大富,2,
4,224,主营业务,2,1.0
2,224,两个,2,
3,223,登记日,2,3.0
1,223,渝,2,
2,223,河南,2,
